Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
F,53,1992.7,Low,Commercial associate,Drivers,Urban,106340,360.84,Y,Y,,736.85,0,Inactive,712,1992.7,3,Semi-Urban,1,128912.61,69121
M,62,3310.26,Low,Commercial associate,Managers,Rural,117575.51,549.15,Y,N,3,848.81,0,Unpossessed,140,3310.26,1,Rural,1,162129.17,88181.63
M,45,1838.38,Low,Working,Sales staff,Rural,141580.78,462.11,N,Y,2,658.74,0,Unpossessed,435,1838.38,2,Rural,1,206039.49,92027.51
M,44,2184.55,Low,Commercial associate,Laborers,Semi-Urban,28264.04,136.29,N,N,2,590.59,0,Inactive,327,2184.55,1,Rural,1,36824.59,0
F,18,1973.28,Low,Working,Sales staff,Rural,26781.05,121.11,N,Y,3,827.73,0,Unpossessed,637,1973.28,4,Semi-Urban,1,38046.09,18746.73
M,21,1933.56,Low,Working,Laborers,Semi-Urban,83296.71,384.51,Y,N,1,634.85,0,Unpossessed,447,1933.56,4,Semi-Urban,1,142037.8,0
F,54,789.73,Low,Commercial associate,,Rural,79190.09,272.84,Y,Y,2,837.13,0,Active,666,789.73,4,Rural,1,100597.22,59392.57
F,45,1620.52,Low,Working,Low-skill Laborers,Semi-Urban,98798.11,493.73,N,N,1,671.96,0,Active,771,1620.52,3,Rural,1,122789.72,64218.77
M,60,,Low,Working,,Semi-Urban,62182.48,326.22,Y,N,2,,0,Unpossessed,944,,3,,1,82042.88,40418.61
M,37,1745.24,Low,Commercial associate,Sales staff,Urban,89469.63,509.94,N,Y,3,834.79,0,Inactive,639,1745.24,4,Urban,0,146386.2,0
M,19,4126.42,Low,Working,Accountants,Semi-Urban,157953.48,776.86,N,Y,2,851.48,0,Unpossessed,712,4126.42,3,Semi-Urban,1,242941.04,126362.78
M,21,2035.56,Low,Commercial associate,Accountants,Semi-Urban,84781.1,490.48,N,N,2,677.73,0,Unpossessed,335,2035.56,2,Urban,1,116875.07,59346.77
F,47,5170.89,Low,Commercial associate,Accountants,Rural,117376.85,581.21,N,Y,3,,0,Active,388,5170.89,3,Rural,1,173089.51,76294.95
F,35,,Low,Working,,Rural,147899.86,770.35,N,Y,2,,0,Active,54,,4,Urban,1,167116.49,103529.9
M,34,1911.69,Low,Working,Sales staff,Semi-Urban,67853.83,703.5,N,Y,1,732.67,0,Unpossessed,661,1911.69,2,Rural,1,128772.54,47497.68
M,60,741.38,High,Pensioner,,Rural,110461.41,352.96,N,Y,2,806.51,0,Unpossessed,767,741.38,1,Rural,0,186251.16,0
F,62,,Low,Working,,Rural,34349,138.32,N,N,4,820.11,0,Unpossessed,880,,4,Semi-Urban,1,47156.11,25761.75
M,55,1282.98,Low,Commercial associate,,Semi-Urban,139691.85,428.54,Y,Y,2,853.31,0,Active,679,1282.98,3,Urban,1,257010.31,97784.3
M,22,1638.02,Low,Working,Accountants,Semi-Urban,17055.02,172.82,Y,N,4,747.59,0,Unpossessed,714,1638.02,3,Urban,1,28628.26,11085.76
M,30,1628.15,Low,Working,Sales staff,Semi-Urban,134973.04,478.22,Y,Y,4,709.65,0,Unpossessed,977,1628.15,3,Rural,0,204633.98,0
M,63,2507.34,Low,Working,Laborers,Semi-Urban,73176.18,808.04,Y,Y,2,841.97,0,Inactive,905,2507.34,2,Semi-Urban,1,116829.99,51223.33
M,56,1659.26,Low,Working,High skill tech staff,Semi-Urban,39818.13,184.93,N,N,,698.07,0,Inactive,594,1659.26,2,Semi-Urban,1,70498.44,25881.78
F,46,2081.81,Low,Commercial associate,Cooking staff,Semi-Urban,82888.31,257.92,N,N,2,824.16,0,Active,793,2081.81,1,Rural,1,132205.58,62166.23
M,24,820.61,,State servant,Core staff,Rural,131761.85,364.61,Y,Y,4,768.36,0,Inactive,960,820.61,1,Urban,1,180655.62,92233.3
F,52,2493.03,Low,Working,Accountants,Semi-Urban,34223.12,413.62,N,Y,3,593.85,1,Active,342,2493.03,1,,1,50896.67,0
F,56,2180.41,Low,Working,Accountants,Semi-Urban,14042.25,76.48,N,Y,3,777.39,0,Unpossessed,81,2180.41,2,Rural,0,22496.93,0
M,65,5416.18,,Pensioner,,Urban,272852.3,963.68,N,Y,2,842.07,0,Unpossessed,634,5416.18,2,Rural,1,339080,190996.61
M,30,3130.78,Low,Commercial associate,Private service staff,Semi-Urban,65383.25,671.16,N,N,4,815.29,0,,672,3130.78,2,Rural,1,115741.09,52306.6
M,18,2046.46,Low,Working,,Semi-Urban,49678.08,297.6,N,Y,3,657.83,0,Unpossessed,532,2046.46,3,Rural,1,92530.89,32290.75
F,22,652.06,Low,State servant,Core staff,Semi-Urban,19849.56,219.68,N,Y,4,651.05,0,Active,566,652.06,4,Urban,1,24729.21,13894.69
M,35,1036.87,Low,Commercial associate,Cooking staff,Semi-Urban,33802.29,352.53,N,Y,1,726.09,0,Unpossessed,104,1036.87,4,Urban,1,60902.38,21971.49
M,45,4229.28,Low,Working,Managers,Semi-Urban,206459.43,784.28,Y,Y,2,777.46,0,Active,809,4229.28,3,Urban,1,242079,165167.54
M,46,2421.99,Low,Working,,Semi-Urban,182192.34,545.82,N,Y,2,848.86,0,Unpossessed,234,2421.99,3,Urban,1,200428.45,127534.64
F,40,1146.47,Low,Working,Sales staff,Rural,30572.67,161.18,N,N,,672.99,1,Active,326,1146.47,3,Urban,1,43520.89,19872.24
F,59,5973.5,Low,Working,Core staff,Urban,270348.73,817.08,N,Y,,629.13,0,Inactive,504,5973.5,1,Rural,0,371746.58,0
F,42,6142.67,Low,Commercial associate,Laborers,Semi-Urban,163963.44,454.33,Y,Y,2,786.86,0,Inactive,197,6142.67,3,Semi-Urban,1,234216.85,131170.75
F,32,,Low,Working,Sales staff,Semi-Urban,24675.81,136.65,N,N,1,638.72,0,Inactive,824,,1,Urban,0,36386.85,0
F,19,2474.97,Low,Working,,Semi-Urban,26626.87,187.8,Y,Y,2,666.47,1,Active,285,2474.97,2,Semi-Urban,1,50006.53,18638.81
F,47,1956.47,Low,Working,Cleaning staff,Semi-Urban,85832.38,235.76,N,Y,2,692.64,0,Inactive,484,1956.47,1,Semi-Urban,0,162350.43,0
M,27,1968.11,Low,Working,Laborers,Semi-Urban,78800.61,650.26,N,Y,4,665.52,0,Unpossessed,414,1968.11,4,Urban,1,108116.73,0
F,19,,Low,Commercial associate,Realty agents,Semi-Urban,106867.63,1129.11,Y,Y,2,752.48,0,Active,109,,4,Urban,1,171197.36,85494.1
F,35,3468.74,Low,Commercial associate,Security staff,Urban,97820.62,513.41,N,N,2,761.64,0,Inactive,752,3468.74,3,Semi-Urban,1,184033.73,78256.5
M,24,,Low,State servant,High skill tech staff,Semi-Urban,30352,147.49,N,N,1,683.65,1,,19,,3,Semi-Urban,1,47782.07,19728.8
M,48,1564.73,Low,Commercial associate,Managers,Semi-Urban,45936.71,346.23,Y,N,2,756.48,0,Unpossessed,339,1564.73,1,Urban,1,66001.89,32155.7
F,32,2719.58,Low,Working,Core staff,Semi-Urban,44335.49,205.04,Y,N,1,615.5,0,Active,262,2719.58,4,Urban,1,64968.48,0
F,21,2307.25,Low,Commercial associate,Security staff,Semi-Urban,33755.85,370.27,N,N,2,801.47,0,Unpossessed,433,2307.25,4,Urban,0,56636.05,0
M,65,,High,Pensioner,,Semi-Urban,121842.61,413.3,N,N,1,790.23,1,Active,650,,2,Semi-Urban,1,135376.46,85289.83
F,23,2659.04,Low,Commercial associate,,Rural,88854.13,687.37,N,N,2,778.67,0,Inactive,689,2659.04,3,Rural,1,156502.27,62197.89
M,51,1516.28,Low,Working,,Rural,171051.18,411.57,N,N,4,,0,Unpossessed,860,1516.28,3,Rural,1,231661.09,111183.27
F,21,3158.7,,Commercial associate,Core staff,Semi-Urban,243921.62,828.91,N,N,1,757.38,1,Unpossessed,576,,3,Rural,1,289313.74,195137.3
F,41,2846.8,Low,Working,,Semi-Urban,185538.28,566.78,Y,Y,2,795.29,0,Active,127,2846.8,2,Rural,1,303131.15,129876.8
M,55,6197.16,Low,Working,Managers,Semi-Urban,150256.7,521.4,N,Y,2,774.49,0,Active,139,6197.16,2,Rural,1,272498.77,120205.36
M,20,2033.94,Low,Working,Managers,Rural,76822.98,395.23,N,Y,3,667.71,0,Inactive,803,2033.94,1,Rural,1,113670.89,49934.94
M,18,1132.82,Low,Working,Laborers,Semi-Urban,22113.62,119.25,N,N,1,,0,Unpossessed,747,,2,Urban,1,24821.71,14373.85
M,41,1863.97,Low,Working,Laborers,Semi-Urban,13629.49,161.17,N,Y,2,661.81,1,Inactive,13,1863.97,1,Semi-Urban,1,17007.17,8859.17
F,26,6214.55,Low,Working,Drivers,Semi-Urban,134297.18,510.4,Y,Y,3,614.57,0,Inactive,756,6214.55,3,Rural,0,218721.09,0
M,18,2742.88,Low,Working,Medicine staff,Semi-Urban,126552.91,412.19,N,Y,2,771.28,1,Active,717,2742.88,3,Rural,0,141709.63,0
F,26,2981.7,Low,Working,Cleaning staff,Semi-Urban,68108.1,406.45,N,Y,3,783.07,0,Active,206,2981.7,4,Semi-Urban,1,116141.71,54486.48
M,18,1062.92,Low,Working,Laborers,Semi-Urban,23780.51,285.82,Y,Y,3,767.41,0,Active,510,1062.92,3,Semi-Urban,1,30904.37,17835.38
M,60,2309.16,Low,Commercial associate,Managers,Semi-Urban,124290.84,463.64,Y,Y,2,822.28,0,Unpossessed,842,2309.16,4,Rural,1,162467.18,99432.67
F,46,1997.29,Low,Working,Laborers,Rural,42722.89,277.62,Y,Y,2,669.6,0,Inactive,469,1997.29,1,Semi-Urban,1,80376.07,27769.88
M,23,3221.72,Low,Working,Core staff,Urban,154927.64,615.57,N,N,2,663.47,0,Active,235,3221.72,3,Rural,1,190616.07,100702.97
M,35,2120.24,Low,Commercial associate,Sales staff,Urban,51499.7,531.28,N,Y,2,814.95,0,Active,997,2120.24,3,Semi-Urban,1,87486.02,0
M,18,1993.86,Low,State servant,IT staff,Semi-Urban,162771.57,484.52,N,Y,2,839.15,0,Unpossessed,305,1993.86,2,Semi-Urban,1,236866.12,130217.26
F,41,1375.08,Low,Working,Sales staff,Semi-Urban,74644.77,318.96,N,Y,2,842.25,0,Active,947,1375.08,4,Urban,0,139947.57,0
F,20,,Low,State servant,Core staff,Semi-Urban,39020.6,370.68,N,Y,4,797.27,0,Active,365,,3,Semi-Urban,1,64223.7,29265.45
M,42,5252.21,Low,Working,,Semi-Urban,90971.32,831.58,Y,Y,3,765.09,0,Inactive,50,5252.21,1,Rural,1,146212.65,0
M,18,2047.91,Low,Working,Waiters/barmen staff,Semi-Urban,23436.12,-999,Y,Y,3,778.05,0,Unpossessed,31,2047.91,1,Urban,1,43163.2,16405.28
F,18,3170.67,Low,Working,Laborers,Semi-Urban,39260.48,406.36,Y,Y,1,612.24,0,Active,434,3170.67,3,Rural,1,69340.66,0
F,40,,Low,Working,Laborers,Semi-Urban,69620.54,,N,N,,806.57,0,Inactive,278,,4,Rural,1,130368.1,52215.4
F,25,2435.83,Low,State servant,Core staff,Semi-Urban,94490.02,282.67,Y,Y,2,714.5,0,Unpossessed,479,2435.83,4,Semi-Urban,1,151972.38,61418.51
M,18,1870,Low,Working,Core staff,Semi-Urban,101305.28,279.49,N,N,2,769.43,0,Inactive,155,1870,4,Semi-Urban,1,178383.28,75978.96
M,55,925.05,Low,Working,Cooking staff,Semi-Urban,67498.85,402.41,N,Y,2,784.18,0,Unpossessed,905,925.05,2,Semi-Urban,1,74275.65,50624.14
M,54,1258.24,Low,Commercial associate,Security staff,Semi-Urban,78429.62,329.84,N,Y,4,,0,Inactive,312,1258.24,2,,1,125322.82,0
F,37,1264.58,Low,Working,Sales staff,Semi-Urban,74086.26,415.55,Y,Y,3,802.34,0,Active,435,1264.58,2,Rural,1,138527.79,59269.01
F,60,6841.28,High,Pensioner,,Urban,201297.36,989.47,N,N,2,861.9,1,,139,6841.28,2,Rural,1,293322.02,161037.89
M,25,2280.28,Low,Working,Laborers,Semi-Urban,68868.7,206.62,N,Y,2,682.3,0,Unpossessed,936,2280.28,1,Semi-Urban,0,98784.73,0
F,46,2739.73,Low,Working,Cooking staff,Semi-Urban,89689.67,366.82,N,N,2,691.16,0,Unpossessed,586,2739.73,2,Semi-Urban,1,105627.35,58298.29
F,36,1531.69,Low,Working,Managers,Semi-Urban,49321.28,360.69,N,Y,,614.24,1,Unpossessed,703,1531.69,1,Semi-Urban,0,62664.61,0
F,18,1744.83,Low,Commercial associate,Core staff,Semi-Urban,96151.91,409.44,Y,Y,2,738.91,0,,696,1744.83,4,Urban,1,106817.69,67306.34
F,45,1589.92,Low,Working,Laborers,Semi-Urban,82081.31,359.86,N,Y,3,746.55,0,Unpossessed,606,1589.92,3,Urban,1,108140.01,57456.92
M,61,1410.76,High,Pensioner,,Urban,40096.92,183.98,N,Y,2,861.6,0,Active,926,1410.76,2,Urban,1,65225.38,30072.69
M,21,,Low,State servant,Core staff,Rural,49702.15,232.95,N,N,1,616.59,0,Inactive,660,,4,Semi-Urban,1,85152.61,0
F,64,3975.57,High,Pensioner,,Semi-Urban,75221.65,362.89,Y,Y,2,808.02,1,Active,782,3975.57,3,Semi-Urban,0,104529.22,0
F,44,1334.6,,Working,,Semi-Urban,59033.81,405.06,N,N,2,674.71,1,Unpossessed,301,1334.6,1,Semi-Urban,1,71946.89,38371.98
M,42,5240.26,Low,Commercial associate,Managers,Semi-Urban,216843.41,754.66,N,Y,4,765.28,0,Inactive,686,5240.26,1,Semi-Urban,1,306400.57,162632.56
M,29,1556.22,Low,Commercial associate,Laborers,Semi-Urban,55055.11,301.94,N,Y,3,631.9,0,Inactive,94,1556.22,1,Urban,1,100392.91,0
F,60,1598.82,Low,Commercial associate,Cleaning staff,Semi-Urban,83479,263.02,N,Y,2,749.33,1,Active,734,1598.82,3,Rural,1,145174.94,54261.35
M,24,,,Working,Accountants,Urban,114315.74,413.16,N,Y,,820.86,0,Active,709,,1,Semi-Urban,1,207590.37,-999
M,18,2334.16,Low,Working,,Rural,63148.23,259.72,Y,Y,1,658.11,0,Inactive,628,2334.16,4,Semi-Urban,1,72822.88,41046.35
M,43,,,Working,Laborers,Semi-Urban,49985.71,220.55,N,N,2,772.54,0,Inactive,953,,3,Semi-Urban,1,68531.34,34990
F,65,2474.28,High,Pensioner,,Semi-Urban,37683.75,368.85,N,Y,2,844.64,1,Inactive,877,2474.28,3,Urban,1,70043.03,30147
M,19,2788.13,Low,Commercial associate,Laborers,Semi-Urban,54664.1,272.67,Y,Y,2,682.42,0,Inactive,185,2788.13,1,Urban,1,100924.28,0
M,39,2443.7,Low,Working,,Semi-Urban,18177.4,130.76,Y,N,2,841.64,0,Active,33,2443.7,4,Semi-Urban,1,30758.01,12724.18
M,61,1820.82,Low,Working,Laborers,Semi-Urban,98795.25,411.21,Y,Y,3,,0,Active,184,1820.82,4,Rural,1,176366.46,69156.67
M,18,2459.75,Low,Working,Laborers,Semi-Urban,76543.82,444.94,Y,Y,2,704.94,1,Unpossessed,80,2459.75,1,Semi-Urban,1,116431.01,49753.48
F,33,,Low,Working,Core staff,Rural,70621.78,682.06,N,Y,3,,0,Inactive,566,,4,Urban,1,109854.11,49435.25
M,59,2068.21,Low,Working,Cooking staff,Semi-Urban,66129.77,404.14,Y,Y,4,705.96,1,Unpossessed,5,2068.21,1,Semi-Urban,1,86767.17,46290.84
F,18,1761.13,Low,State servant,Core staff,Rural,184018.65,568.33,N,Y,2,819.12,0,Unpossessed,661,1761.13,2,Rural,1,207285.53,138013.99
M,57,3400.16,Low,Working,Core staff,Semi-Urban,47340.75,361.77,Y,Y,1,696.17,0,Unpossessed,345,3400.16,2,Semi-Urban,1,78037.84,30771.49
F,64,1753.4,,Pensioner,,Semi-Urban,111537.05,386.11,N,Y,2,817.54,0,Active,814,1753.4,2,Rural,1,138697.91,83652.79
M,58,1969.02,Low,Working,Core staff,Semi-Urban,48166.07,393.75,N,Y,2,831.18,0,Active,584,1969.02,1,Semi-Urban,1,69721.33,0
F,47,2677.8,Low,Commercial associate,High skill tech staff,Semi-Urban,137103.97,546.42,Y,Y,2,792.48,0,,253,2677.8,4,Urban,1,232790.36,102827.98
M,57,6463.28,Low,Commercial associate,Laborers,Urban,164492.16,602.05,N,Y,1,794.44,0,Active,559,6463.28,4,Rural,1,235282.3,115144.51
F,21,,,Working,Core staff,Rural,108540.68,524.62,Y,Y,3,740.04,0,Unpossessed,475,,2,Urban,1,149000.55,75978.48
M,20,,Low,Working,,Semi-Urban,25041.18,129.66,N,Y,,690.58,1,Inactive,15,,3,Semi-Urban,1,44123.17,17528.83
F,42,3342.77,Low,Working,High skill tech staff,Semi-Urban,76192.71,565.7,Y,Y,1,705.65,0,Active,804,3342.77,2,Urban,0,85520.78,0
M,43,3644.92,Low,Commercial associate,Laborers,Semi-Urban,104069.46,570.45,N,Y,2,,0,Unpossessed,835,3644.92,1,Rural,1,132774.42,67645.15
M,32,1863.49,Low,State servant,,Semi-Urban,135808.74,420.57,Y,N,3,770.53,0,Active,728,1863.49,3,,1,205622.38,95066.12
F,18,5646.24,,Working,Laborers,Semi-Urban,103341.71,814.69,Y,Y,2,805.01,0,Inactive,755,5646.24,3,,1,160815.56,77506.28
F,62,,Low,State servant,Core staff,Semi-Urban,39074.17,204.73,Y,Y,2,,0,Unpossessed,982,,1,Semi-Urban,1,48735.82,31259.34
M,36,1240.67,Low,Working,Laborers,Semi-Urban,27092.17,200.9,N,Y,1,746.59,0,Unpossessed,368,1240.67,4,Semi-Urban,1,38372.35,17609.91
M,18,3427.23,Low,Working,Drivers,Rural,64427.05,723.68,Y,Y,3,684.65,0,Unpossessed,848,3427.23,2,Semi-Urban,1,101056.16,45098.94
F,42,4280.96,Low,Working,Laborers,Semi-Urban,160369.69,478.01,Y,N,2,772.37,0,Unpossessed,440,4280.96,4,Urban,1,179383.44,112258.78
F,57,1947.98,Low,State servant,,Rural,24423.18,121.61,N,Y,2,723.32,1,Active,926,1947.98,2,Urban,1,40504.74,17096.23
F,18,,,Commercial associate,Managers,Semi-Urban,38998.27,321.53,Y,Y,3,849.46,0,Inactive,596,,4,Semi-Urban,1,70849.79,27298.79
F,57,2990.92,Low,Commercial associate,HR staff,Semi-Urban,161782.87,516.06,N,Y,1,817.74,0,Active,229,2990.92,3,Rural,1,261753.83,-999
F,63,950.15,High,Pensioner,,Rural,13684.48,129.17,N,Y,1,808.9,1,Unpossessed,143,950.15,4,Semi-Urban,1,23628.39,10263.36
F,18,2927.8,Low,Working,Laborers,Semi-Urban,120953.68,395.66,N,Y,4,681.51,0,Active,818,2927.8,2,Urban,1,133381.97,78619.89
F,18,1870.28,,Working,Drivers,Rural,40508.62,194.67,Y,Y,5,671.75,1,Unpossessed,797,1870.28,2,Semi-Urban,1,53257.76,28356.03
M,19,5599.49,Low,Working,Cooking staff,Rural,65692.42,303.64,N,Y,2,684.7,1,Unpossessed,704,5599.49,4,Rural,1,123148.89,42700.07
M,43,1870.18,Low,Commercial associate,Laborers,Semi-Urban,62550.75,305.61,N,Y,2,741.8,0,Active,430,1870.18,4,Rural,1,100520.45,0
M,40,1249.32,Low,Working,Core staff,Semi-Urban,30655.62,338.22,N,Y,5,708.96,0,Inactive,637,1249.32,4,Semi-Urban,1,55823.22,19926.15
M,18,4850.07,Low,Working,Managers,Semi-Urban,283081.95,925.78,N,N,2,839.62,0,Active,653,4850.07,1,Urban,1,454947.51,226465.56
F,54,,Low,Working,,Semi-Urban,165605.69,506.11,N,Y,2,,0,Active,212,,2,Urban,1,272732.95,107643.7
F,39,1961.41,Low,Working,High skill tech staff,Semi-Urban,113027.89,346.9,Y,Y,4,738.44,0,Inactive,728,1961.41,3,Urban,1,210302.57,73468.13
M,62,2794.43,Low,Working,Cleaning staff,Semi-Urban,86347.81,414.81,N,Y,2,810.78,1,Inactive,139,2794.43,2,Rural,0,143113.56,0
F,47,2559.89,,Working,Sales staff,Semi-Urban,49762.81,419.17,N,Y,2,789.3,0,Unpossessed,708,2559.89,1,Semi-Urban,1,89063.05,39810.25
F,30,1983.16,Low,Working,,Semi-Urban,106974.54,573.59,N,N,1,788.08,0,Inactive,702,1983.16,2,Rural,1,132135.62,0
M,55,3002.3,Low,Working,,Semi-Urban,88500.16,425.1,N,Y,2,860.76,0,Inactive,51,3002.3,2,Rural,1,127076.1,66375.12
F,29,4129.38,Low,Commercial associate,Core staff,Urban,163283.85,501.53,N,N,2,855.58,0,,95,4129.38,2,Rural,1,260239.33,122462.89
M,62,1635.61,High,Pensioner,,Urban,42858.03,291.32,N,N,1,850.23,0,,509,1635.61,2,Rural,1,48011.21,34286.42
F,26,3068.49,Low,Commercial associate,High skill tech staff,Semi-Urban,32757.18,170.73,N,Y,1,749.96,1,,874,3068.49,1,Urban,1,44313.45,21292.17
F,21,1665.16,Low,Working,,Semi-Urban,35895.17,433.91,Y,Y,2,748.47,0,Active,878,1665.16,3,Urban,1,39826.29,25126.62
M,18,1557.44,,Commercial associate,Security staff,Semi-Urban,67024.05,429.44,N,Y,,630.8,0,Unpossessed,57,1557.44,3,Urban,1,80657.62,0
M,59,2717.14,Low,Working,Drivers,Rural,127576.12,622.2,N,Y,2,682.34,0,Active,946,2717.14,1,Rural,1,223223.62,89303.28
F,45,,Low,Working,Sales staff,Semi-Urban,85003.22,286.77,N,Y,1,777.04,1,Active,651,,1,Semi-Urban,1,136010.17,68002.58
F,18,1733.57,Low,Working,Laborers,Semi-Urban,45746.87,233.36,Y,N,3,788.47,0,Unpossessed,573,1733.57,3,Rural,1,71511.43,32022.81
F,49,,Low,Working,,Semi-Urban,85834.13,-999,N,Y,1,624.7,0,Active,683,,4,Rural,0,106167.92,0
M,34,3141.29,Low,Working,Laborers,Rural,67314.66,362.61,N,Y,,595.43,0,Active,827,3141.29,3,Urban,1,117650.42,0
F,37,,Low,Commercial associate,Accountants,Semi-Urban,26701.36,131.08,N,Y,1,614.89,0,Inactive,102,,4,Semi-Urban,0,45316.43,0
F,60,1638.83,Low,Commercial associate,Cleaning staff,Semi-Urban,63869.67,385.11,N,Y,4,663.15,0,Active,733,1638.83,3,Rural,1,81245.22,44708.77
M,43,4951.42,Low,Commercial associate,Managers,Urban,294157.75,726.12,Y,N,3,695.96,0,,991,4951.42,3,Urban,1,352619.59,205910.42
M,41,1400.49,Low,Working,Managers,Semi-Urban,38395.85,192.23,Y,N,1,701.71,0,Unpossessed,602,1400.49,4,Semi-Urban,1,67393.07,26877.09
F,26,4301.06,Low,Working,,Urban,140769.08,701.02,N,N,3,780.12,1,,363,4301.06,2,Urban,1,-999,105576.81
F,31,1905.1,Low,Commercial associate,Sales staff,Rural,65886.81,343.49,N,Y,2,747.41,0,Inactive,209,1905.1,4,Semi-Urban,1,88961.16,46120.77
F,65,,High,Pensioner,,Rural,157345.54,653.12,N,Y,,798.02,0,Unpossessed,541,,4,Urban,0,274040.25,118009.16
F,59,777.31,Low,Working,Drivers,Semi-Urban,101906.01,274.06,Y,Y,3,588.52,0,Unpossessed,954,777.31,4,Rural,1,144008.11,0
F,19,,Low,Working,Laborers,Semi-Urban,46913.49,-999,Y,N,2,,0,Unpossessed,694,,1,Semi-Urban,1,82331.22,35185.12
M,44,1836.95,Low,Working,Drivers,Semi-Urban,151868.73,527.06,Y,N,2,776.72,0,,582,1836.95,3,Urban,1,186860.27,121494.98
M,32,3182.34,Low,Commercial associate,,Semi-Urban,81049.47,420.85,N,Y,2,734.55,0,Inactive,598,3182.34,2,Semi-Urban,1,127941.68,56734.63
M,18,1337.06,Low,Commercial associate,Accountants,Semi-Urban,6174.7,60.13,N,N,2,858.63,0,Unpossessed,95,1337.06,2,Rural,0,11706.55,4939.76
M,39,2442.08,Low,Commercial associate,Drivers,Semi-Urban,48540.75,236.49,N,Y,3,,0,Active,186,2442.08,4,Urban,1,83587.79,36405.56
M,23,2715.54,Low,Working,Sales staff,Rural,25959.71,257.31,Y,Y,1,799.06,0,Active,400,2715.54,1,Rural,1,42082.01,0
M,18,2206.49,Low,Working,High skill tech staff,Semi-Urban,93832.22,412.13,N,Y,3,746.44,0,Inactive,995,2206.49,1,Semi-Urban,1,140965.52,60990.94
M,35,1648.3,Low,Working,Laborers,Rural,13095.75,166.94,N,Y,1,628.74,0,Unpossessed,722,1648.3,1,Semi-Urban,0,21836.11,0
F,35,1969.26,Low,State servant,Managers,Rural,102059.81,295.93,N,N,2,778.59,0,Inactive,132,1969.26,1,Semi-Urban,1,119549.37,76544.86
F,47,2059.22,Low,Working,,Semi-Urban,23910.28,258.95,N,Y,1,714.91,0,Active,101,2059.22,1,Urban,1,36167.63,15541.68
M,41,2845.65,Low,Working,Cooking staff,Urban,75800.86,488.52,N,N,2,662.94,0,Inactive,491,2845.65,2,Rural,1,84152.09,53060.6
F,33,3080.04,Low,Working,Drivers,Semi-Urban,75712.01,402.59,Y,Y,3,670.7,0,Unpossessed,858,3080.04,4,Urban,1,127081.14,0
F,32,3220.43,Low,Commercial associate,Laborers,Rural,68352.76,343.58,Y,Y,2,749,0,Unpossessed,209,3220.43,4,Semi-Urban,1,102698.32,44429.29
M,34,2675.6,Low,Working,,Semi-Urban,80898.66,461.75,N,Y,3,757.21,0,Unpossessed,825,2675.6,2,Semi-Urban,1,135849.6,64718.93
M,50,1961.48,Low,Working,Laborers,Semi-Urban,126936.41,345.55,Y,N,3,688.75,0,Unpossessed,772,1961.48,4,Rural,1,199457.72,88855.49
M,61,1969.7,High,Pensioner,,Rural,27874.01,195.33,N,Y,1,840.09,0,Active,110,1969.7,2,Semi-Urban,0,47565.73,22299.21
M,57,6746.11,Low,State servant,Secretaries,Urban,230651.21,696.7,Y,Y,6,688.56,0,Unpossessed,438,6746.11,2,Semi-Urban,0,322733.46,0
M,30,,Low,Working,Cleaning staff,Urban,204040.5,860.96,N,Y,,841.46,0,Inactive,486,,4,Rural,1,238065.15,142828.35
M,34,1978.95,Low,State servant,Core staff,Semi-Urban,122682.93,501.23,N,N,2,714.53,0,Unpossessed,141,1978.95,3,Urban,1,169034.53,85878.05
F,58,6902.22,Low,Commercial associate,Managers,Urban,93632.52,407.4,N,Y,4,711.3,0,Inactive,134,6902.22,3,Rural,0,151585.58,0
M,46,8923.39,Low,Commercial associate,,Semi-Urban,96422.02,312.64,N,Y,2,819.34,0,Active,702,8923.39,2,Rural,1,182861.52,67495.41
M,63,2804.62,Low,Commercial associate,Sales staff,Semi-Urban,36706.49,357.46,N,Y,2,789.5,0,Unpossessed,317,2804.62,1,Rural,1,69538.47,29365.19
F,47,2417.45,Low,Working,Laborers,Semi-Urban,33387.62,107.21,Y,N,2,722.58,0,,330,2417.45,1,Rural,0,43092.06,0
F,20,1765.54,Low,Working,,Semi-Urban,99323.46,341.62,Y,N,3,692.56,1,Unpossessed,124,1765.54,3,Rural,1,172815.91,69526.42
F,38,1118.94,Low,State servant,Secretaries,Semi-Urban,22518.11,168.92,N,N,2,766.42,0,Inactive,669,1118.94,4,Rural,1,26104.91,15762.68
M,18,2069.07,Low,Commercial associate,,Urban,51425.01,225.2,N,N,3,813.4,1,Active,566,2069.07,4,Urban,1,74521.77,0
M,44,2775.45,Low,Working,Private service staff,Semi-Urban,148511.16,415.83,N,N,1,687.58,0,Inactive,518,2775.45,1,Semi-Urban,1,278326.08,96532.25
M,63,3953.6,High,Pensioner,,Semi-Urban,206762.45,925.5,Y,Y,2,738.56,0,Active,314,3953.6,2,Urban,0,256066.32,144733.72
F,32,3484.28,Low,Commercial associate,High skill tech staff,Semi-Urban,33388.16,230.23,Y,Y,1,810.74,0,Active,452,3484.28,1,Semi-Urban,1,52227.37,23371.71
